ISPREMIER,AGE21PLUSINDICATOR,AGE18TO21INDICATOR,AGE13TO18INDICATOR,GENDERCODE,BIRTHDATE,LOYALTYEMAILOFFEROPTININDICATOR,REWARDSEMAILOPTININDICATOR,REWARDSMOBILEOPTININDICATOR,REWARDSSMSOPTININDICATOR,THEATREMOBILEOFFEROPTININDICATOR,THEATRESMSOFFEROPTININDICATOR,LIFETIMEAWARDSEARNEDAMOUNT,LIFETIMESPENDAMOUNT,ONLINEFEESWAIVEDAMOUNT,ESTIMATEDINCOMERANGE,ESTIMATEDHOMEMARKETVALUERANGE,CHILDRENPRESENCE,HASFREQUENTVISITTHEATRENUMBER,TICKETQTYSUM,TICKETBALANCEDUESUM,CONCQTYSUM,CONCLOYDISCOUNTAMTSUM,CONCBALANCEDUESUM
0,1,0,0,0,11/11/1976,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/14/1976,1,1,0,0,0,0,0,13.32,2.5,0,0,3,1,2,29.94,8,0,41.27
0,1,0,0,0,11/19/1976,1,1,1,0,1,0,0,10.48,0,0,0,3,1,4,17.08,2,0,12.18
0,1,0,0,0,11/19/1976,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/20/1976,1,1,0,0,0,0,0,25.72,2.5,0,0,3,1,2,12.66,4,0,31.26
1,1,0,0,0,11/25/1976,1,1,1,0,1,0,0,32.6,0,0,0,3,0,8,100.85,12,0,65.9
0,1,0,0,0,11/26/1976,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,12/4/1976,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,22.51
0,1,0,0,0,12/17/1976,1,1,0,0,0,0,0,9.16,2.5,0,0,3,1,2,32.12,3,0,17.56
0,1,0,0,0,12/18/1976,1,1,0,0,0,0,0,20.8,7.5,0,0,3,1,6,57.46,0,0,0
1,1,0,0,0,12/24/1976,1,1,0,0,0,0,0,0,0,0,0,3,1,4,36.34,7,-2.5,45.84
1,1,0,0,0,12/26/1976,1,1,0,0,1,0,0,16.6,7.5,0,0,3,0,11,149.93,5,-0.5,31.24
0,1,0,0,0,1/1/1977,0,0,0,0,0,0,0,2.12,2.5,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/1/1977,1,1,1,0,1,0,0,40.8,0,0,0,3,0,10,128.9,0,0,0
0,1,0,0,0,1/6/1977,1,1,1,0,1,0,0,2.8,0,0,0,3,0,0,0,2,0,15.19
0,1,0,0,0,1/7/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1/11/1977,1,1,1,0,1,0,0,12.04,0,0,0,3,0,5,52.44,9,-0.5,61.28
1,1,0,0,0,1/12/1977,1,1,1,0,1,0,0,0,0,0,0,3,0,5,45.05,4,-3,32.1
0,1,0,0,0,1/15/1977,1,1,0,0,0,0,0,4.6,2.5,0,0,3,1,2,24.6,0,0,0
0,1,0,0,0,1/20/1977,0,0,0,0,0,0,0,0,0,0,0,3,1,3,23.14,0,0,0
0,1,0,0,0,2/7/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,2/7/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,2/9/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,2/20/1977,0,0,0,0,0,0,0,6,3.75,0,0,3,1,3,32.07,0,0,0
1,1,0,0,0,2/21/1977,1,1,1,0,1,0,0,6.42,0,0,0,3,0,6,46.8,2,0,10.9
0,1,0,0,0,2/21/1977,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,2/22/1977,0,1,0,0,0,0,0,9,5,0,0,3,0,7,56.63,2,-1.5,13.56
1,1,0,0,0,3/5/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,5,27.55,14,-0.2,31.58
1,1,0,0,0,3/9/1977,0,0,0,0,0,0,20,126.45,11.25,0,0,3,0,13,138.27,0,0,0
0,1,0,0,0,3/11/1977,1,1,0,0,0,0,0,5.1,3.75,0,0,3,1,3,27.24,0,0,0
0,1,0,0,0,3/24/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,3/25/1977,1,1,0,0,0,0,0,5.84,2.5,0,0,3,1,7,81.83,0,0,0
0,1,0,0,0,4/21/1977,0,1,0,0,0,0,0,13.9,8.75,0,0,3,1,7,69.43,0,0,0
1,1,0,0,0,4/25/1977,1,1,0,0,0,0,0,12.7,6.25,0,0,3,1,15,150.45,4,0,11.78
0,1,0,0,0,4/30/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,5/3/1977,1,1,1,0,1,0,0,3.32,0,0,0,3,0,2,24.88,9,-2,52.86
0,1,0,0,0,5/3/1977,0,1,0,0,0,0,0,0,0,0,0,3,1,4,45.97,0,0,0
1,1,0,0,0,5/4/1977,0,1,0,0,0,0,0,33.9,7.5,0,0,3,0,8,103.92,2,-1.5,13.88
1,1,0,0,0,5/5/1977,1,1,0,0,0,0,0,13.58,8.75,0,0,3,0,8,88.32,5,-2,37.92
0,1,0,0,0,5/29/1977,1,1,0,0,0,0,0,18,5,0,0,3,1,4,68.14,0,0,0
0,1,0,0,0,5/30/1977,1,1,0,0,0,0,0,10.2,2.5,0,0,3,1,2,27.28,0,0,0
0,1,0,0,0,6/3/1977,0,1,0,0,0,0,0,9.8,3.75,0,0,3,1,3,25.95,0,0,0
0,1,0,0,0,6/3/1977,1,1,0,0,0,0,0,8,0,0,0,3,1,3,15.81,0,0,0
0,1,0,0,0,6/10/1977,0,0,0,0,0,0,0,8.1,5,0,0,3,1,4,43.81,0,0,0
1,1,0,0,0,6/12/1977,1,1,1,0,1,0,0,8.78,0,0,0,3,1,10,50.71,23,-1.3,113.03
1,1,0,0,0,6/13/1977,1,1,0,0,0,0,0,2.72,0,0,0,3,1,10,91.9,0,0,0
0,1,0,0,0,6/14/1977,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,6/19/1977,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,9,-1,46.56
0,1,0,0,0,6/26/1977,1,1,1,0,1,0,0,9.33,0,0,0,3,0,2,11.64,10,0,27.4
0,1,0,0,0,6/28/1977,1,1,0,0,0,0,0,4.4,2.5,0,0,3,1,2,23.84,0,0,0
0,1,0,0,0,7/3/1977,1,0,1,0,1,0,0,20.48,5,0,0,3,1,4,54.1,0,0,0
1,1,0,0,0,7/6/1977,1,1,1,0,1,0,0,11.76,0,0,0,3,1,10,96.44,7,-2,47.82
1,1,0,0,0,7/6/1977,1,1,1,0,1,0,0,25,0,0,0,3,0,15,167.35,0,0,0
0,1,0,0,0,7/7/1977,0,1,0,0,0,0,0,17.58,2.5,0,0,3,1,7,97.42,4,0,24.98
1,1,0,0,0,7/20/1977,0,0,1,0,1,0,0,10,6.25,0,0,3,0,5,49.95,0,0,0
1,1,0,0,0,7/26/1977,0,1,0,0,0,0,0,40.6,26.25,0,0,3,0,36,256.21,9,-1.7,53.21
0,1,0,0,0,7/30/1977,1,1,0,0,0,0,0,8.4,0,0,0,3,1,2,18.38,0,0,0
0,1,0,0,0,8/1/1977,0,0,0,0,0,0,0,0,0,0,0,3,1,4,36.16,0,0,0
0,1,0,0,0,8/7/1977,0,0,0,0,0,0,0,33.2,20,0,0,3,1,16,177.52,0,0,0
1,1,0,0,0,8/11/1977,1,1,0,0,0,0,0,2.92,0,0,0,3,0,4,16.76,7,-1.1,34.02
0,1,0,0,0,8/15/1977,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/18/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/31/1977,1,1,0,0,0,0,0,8.4,7.5,0,0,3,1,6,46.14,0,0,0
0,1,0,0,0,9/7/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,9/8/1977,1,1,1,0,1,0,0,8.92,2.5,0,0,3,0,2,32.38,2,0,15.76
0,1,0,0,0,9/9/1977,1,1,0,0,0,0,0,3.42,2.5,0,0,3,1,4,36.06,0,0,0
0,1,0,0,0,9/12/1977,0,0,0,0,0,0,0,7.52,2.5,0,0,3,1,2,12.58,0,0,0
0,1,0,0,0,9/15/1977,0,0,0,0,0,0,0,19.8,6.25,0,0,3,1,5,73.95,0,0,0
1,1,0,0,0,9/28/1977,1,1,0,0,0,0,0,14.56,8.75,0,0,3,0,9,97.54,3,-1,19.57
0,1,0,0,0,9/29/1977,0,0,0,0,0,0,0,10,2.5,0,0,3,0,2,24.98,0,0,0
0,1,0,0,0,10/7/1977,0,0,0,0,0,0,0,12.04,5,0,0,3,1,4,37.56,0,0,0
0,1,0,0,0,10/17/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,10/23/1977,0,0,0,0,0,0,0,12.8,8.75,0,0,3,1,9,91.95,0,0,0
1,1,0,0,0,10/26/1977,1,1,1,0,1,0,0,0,0,0,0,3,0,5,49.05,4,-1,24.76
0,1,0,0,0,11/5/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,11/5/1977,0,1,0,0,0,0,0,0,0,0,0,3,0,6,32.58,8,0,17.62
1,1,0,0,0,11/11/1977,1,1,1,0,1,0,0,1.4,0,0,0,3,0,3,30.47,1,0,5.61
1,1,0,0,0,11/12/1977,1,1,1,0,1,0,0,0,0,0,0,3,0,3,40.92,10,-3.5,53.9
1,1,0,0,0,11/14/1977,1,1,0,0,0,0,0,0,0,0,0,3,0,9,78.56,0,0,0
1,1,0,0,0,12/12/1977,1,1,0,0,1,0,0,0,0,0,0,3,0,2,22.28,0,0,0
0,1,0,0,0,12/22/1977,1,1,0,0,0,0,0,12.9,7.5,0,0,3,1,6,67.66,0,0,0
1,1,0,0,0,12/25/1977,1,1,0,0,0,0,0,4.4,2.5,0,0,3,0,6,60.21,0,0,0
1,1,0,0,0,12/31/1977,0,1,1,0,1,0,0,4.17,0,0,0,3,0,4,51.01,4,-1.4,20.84
0,1,0,0,0,1/4/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1/19/1978,1,1,1,0,1,0,0,19.86,0,0,0,3,1,9,97.54,18,-7.5,133.86
1,1,0,0,0,1/21/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,2,31.38,0,0,0
0,1,0,0,0,1/22/1978,1,1,0,0,0,0,0,7.3,2.5,0,0,3,1,2,21.4,4,0,17.62
0,1,0,0,0,1/24/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/30/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,2/4/1978,0,0,0,0,0,0,0,10.82,0,0,0,3,1,4,54.08,0,0,0
1,1,0,0,0,2/15/1978,1,1,1,0,1,0,0,1.3,0,0,0,3,1,6,39.98,13,-1.5,64.52
0,1,0,0,0,2/16/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,2/18/1978,0,0,0,0,0,0,0,18.32,5,0,0,3,0,10,90.82,5,-2,31.57
1,1,0,0,0,2/22/1978,1,1,1,0,1,0,0,3.56,0,0,0,3,1,13,125.72,19,0,48.21
0,1,0,0,0,3/6/1978,1,1,0,0,0,0,0,1.8,2.5,0,0,3,0,0,0,0,0,0
0,1,0,0,0,3/11/1978,1,1,1,0,1,0,0,6.32,0,0,0,3,0,4,31.56,0,0,0
0,1,0,0,0,3/17/1978,1,1,1,0,1,0,0,8.14,0,0,0,3,1,5,37.86,8,0,49.89
0,1,0,0,0,3/18/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,3/22/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,3/29/1978,1,1,0,0,0,0,0,0,0,0,0,3,1,2,11.7,0,0,0
0,1,0,0,0,4/7/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,4/9/1978,0,1,0,0,0,0,0,47.68,17.5,0,0,3,1,16,122.96,0,0,0
0,1,0,0,0,4/26/1978,1,1,0,0,0,0,0,0,0,0,0,3,1,3,34.72,6,0,16.29
0,1,0,0,0,4/28/1978,1,1,0,0,0,0,0,7.2,1.25,0,0,3,0,1,12.09,0,0,0
1,1,0,0,0,5/7/1978,0,0,0,0,0,0,0,6.44,5,0,0,3,0,8,69.88,0,0,0
0,1,0,0,0,5/8/1978,1,1,0,0,0,0,0,0,0,0,0,3,1,6,95.94,0,0,0
0,1,0,0,0,5/12/1978,0,1,0,0,0,0,0,12.38,3.75,0,0,3,1,3,36.87,0,0,0
0,1,0,0,0,5/16/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,5/17/1978,1,1,0,0,0,0,0,31.52,0,0,0,3,1,9,80.91,20,0,79.38
0,1,0,0,0,5/30/1978,1,1,0,0,1,0,0,2,1.25,0,0,3,1,1,10.69,0,0,0
1,1,0,0,0,6/1/1978,0,0,0,0,0,0,0,2.7,3.75,0,0,3,0,6,35.65,0,0,0
1,1,0,0,0,6/6/1978,1,1,0,0,0,0,0,12.6,5,0,0,3,1,21,199.78,2,-0.5,13.65
1,1,0,0,0,6/9/1978,0,0,0,0,0,0,0,0,0,0,0,3,0,5,64.95,4,0,29.95
1,1,0,0,0,6/23/1978,1,1,1,0,1,0,0,0,0,0,0,3,0,5,50.4,5,0,27.89
0,1,0,0,0,6/24/1978,0,1,0,0,0,0,0,4.54,2.5,0,0,3,0,2,23.52,0,0,0
1,1,0,0,0,7/2/1978,1,1,1,0,1,0,85,739.38,37,0,0,3,0,26,215.39,38,-5,217.51
1,1,0,0,0,7/4/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,10,148.75,14,-0.5,81.34
0,1,0,0,0,7/5/1978,1,1,1,0,1,0,0,5.8,0,0,0,3,1,2,28.98,0,0,0
1,1,0,0,0,7/6/1978,1,1,1,0,1,0,0,23.18,5,0,0,3,0,15,115.18,27,-4,166.53
1,1,0,0,0,7/9/1978,1,1,1,0,1,0,0,17.66,2.5,0,0,3,1,12,130.73,23,-3.5,129.96
0,1,0,0,0,7/15/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,7/16/1978,1,1,0,0,0,0,0,16.96,5,0,0,3,1,4,45.06,4,0,17.2
0,1,0,0,0,7/28/1978,1,1,0,0,0,0,0,9.4,10,0,0,3,0,8,50.68,0,0,0
1,1,0,0,0,7/31/1978,1,1,0,0,0,0,0,0,0,0,0,3,1,2,14.53,2,0,5.35
0,1,0,0,0,8/2/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,8/5/1978,1,1,1,0,1,0,0,0,0,0,0,3,1,4,25.51,2,-1.5,13.92
0,1,0,0,0,8/9/1978,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/18/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/20/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/20/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/21/1978,1,1,0,0,0,0,0,6.52,0,0,0,3,0,0,0,2,0,14.35
0,1,0,0,0,8/24/1978,0,1,0,0,0,0,0,5.84,2.5,0,0,3,1,5,68.7,0,0,0
0,1,0,0,0,8/27/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,9/8/1978,1,1,1,0,1,0,0,0,0,0,0,3,0,4,38.46,0,0,0
0,1,0,0,0,9/23/1978,1,1,0,0,0,0,0,2.6,2.5,0,0,3,1,2,12.98,0,0,0
0,1,0,0,0,9/28/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,9/30/1978,1,1,0,0,0,0,0,13.2,7.5,0,0,3,0,0,0,0,0,0
0,1,0,0,0,10/4/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,10/6/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,10/8/1978,1,1,1,0,1,0,0,13.52,5,0,0,3,0,6,56.34,5,0,34.58
0,1,0,0,0,10/16/1978,1,1,0,0,0,0,0,4.8,2.5,0,0,3,0,2,25.66,0,0,0
0,1,0,0,0,10/26/1978,1,1,0,0,0,0,0,0,0,0,0,3,1,3,25.47,0,0,0
1,1,0,0,0,11/1/1978,1,1,1,0,1,0,0,0,0,0,0,3,1,10,86.08,2,-1,12.36
0,1,0,0,0,11/2/1978,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/3/1978,1,1,0,0,0,0,0,0,0,0,0,3,1,3,37.25,0,0,0
1,1,0,0,0,11/7/1978,1,1,1,0,1,0,0,13.56,0,0,0,3,0,6,81.15,6,0,44.54
1,1,0,0,0,11/8/1978,1,1,1,0,1,0,0,0,0,0,0,3,1,7,74.31,13,-1,69.27
0,1,0,0,0,11/11/1978,1,1,0,0,0,0,0,12.6,8.75,0,0,3,1,7,67.34,0,0,0
1,1,0,0,0,11/12/1978,1,1,1,0,1,0,0,10.02,0,0,0,3,0,11,91.89,16,-3.5,96.37
0,1,0,0,0,11/18/1978,1,1,0,0,0,0,0,15.04,5,0,0,3,1,4,53.28,0,0,0
0,1,0,0,0,11/25/1978,1,1,0,0,0,0,0,13.6,12.5,0,0,3,0,10,73.9,0,0,0
1,1,0,0,0,12/5/1978,1,0,1,0,1,0,0,10,5,0,0,3,0,7,42.5,7,0,22.43
0,1,0,0,0,12/22/1978,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1/1/1979,1,1,1,0,1,0,0,6.6,0,0,0,3,0,2,18.52,0,0,0
0,1,0,0,0,1/1/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/5/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/12/1979,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1/12/1979,1,1,1,0,1,0,0,10.8,0,0,0,3,0,3,16.05,2,0,15.14
0,1,0,0,0,1/15/1979,1,1,0,0,0,0,0,10.3,8.75,0,0,3,1,7,51.43,0,0,0
0,1,0,0,0,1/16/1979,1,1,0,0,0,0,0,9.4,2.5,0,0,3,1,4,48.76,0,0,0
0,1,0,0,0,1/18/1979,1,1,0,0,0,0,0,12.08,4,0,0,3,1,8,82.92,3,0,20.18
0,1,0,0,0,1/18/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/19/1979,1,1,0,0,0,0,0,11.4,10,0,0,3,0,8,34,0,0,0
0,1,0,0,0,1/21/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1/23/1979,0,1,0,0,0,0,0,10.44,6.25,0,0,3,0,13,124.87,3,-1,21.91
0,1,0,0,0,1/27/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,2/3/1979,1,1,0,0,0,0,0,27.12,6.25,0,0,3,1,16,109.54,13,-2.5,61.84
1,1,0,0,0,2/11/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,2/21/1979,1,1,0,0,0,0,0,0,0,0,0,3,1,4,40.96,0,0,0
0,1,0,0,0,2/28/1979,1,1,1,0,1,0,0,4.72,0,0,0,3,0,0,0,4,0,25.47
0,1,0,0,0,3/1/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,20.16
0,1,0,0,0,3/1/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,3/8/1979,1,1,1,0,1,0,0,19.4,0,0,0,3,0,12,66.63,0,0,0
0,1,0,0,0,3/20/1979,1,1,0,0,0,0,0,0,0,0,0,3,1,5,27.1,0,0,0
1,1,0,0,0,3/27/1979,1,1,1,0,1,0,0,0,0,0,0,3,0,3,15.69,5,-0.5,20.94
0,1,0,0,0,3/27/1979,1,1,1,0,1,0,0,3.22,0,0,0,3,0,0,0,4,0,16.46
0,1,0,0,0,4/4/1979,1,1,0,0,0,0,0,10.88,7.5,0,0,3,1,6,31.86,0,0,0
0,1,0,0,0,4/5/1979,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,4/10/1979,1,1,0,0,0,0,0,4.8,2.5,0,0,3,1,2,23.98,0,0,0
0,1,0,0,0,4/13/1979,1,1,1,0,1,0,0,11.2,0,0,0,3,0,2,33.14,0,0,0
0,1,0,0,0,4/20/1979,1,1,0,0,1,0,0,8.12,2.5,0,0,3,1,2,25.98,2,0,15.15
0,1,0,0,0,4/27/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,4/27/1979,1,1,0,0,0,0,0,5.1,3.75,0,0,3,0,6,54.25,0,0,0
1,1,0,0,0,5/4/1979,1,1,1,0,1,0,0,0,0,0,0,3,1,2,22.99,3,-1.5,21.81
1,1,0,0,0,5/7/1979,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,5/8/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,5/9/1979,0,1,0,0,0,0,0,1.42,0,0,0,3,1,4,29.46,3,0,25.26
0,1,0,0,0,5/15/1979,0,0,0,0,0,0,0,8.8,0,0,0,3,0,2,17.58,0,0,0
1,1,0,0,0,5/16/1979,1,1,0,0,0,0,0,3.12,3.75,0,0,3,0,2,29.84,0,0,0
0,1,0,0,0,5/16/1979,1,1,0,0,0,0,0,9.2,2.5,0,0,3,1,2,20.98,0,0,0
0,1,0,0,0,5/17/1979,1,1,0,0,0,0,0,4.8,0,0,0,3,1,9,46.77,0,0,0
0,1,0,0,0,5/18/1979,1,1,0,0,0,0,0,8.92,2.5,0,0,3,1,2,21.26,0,0,0
0,1,0,0,0,5/28/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,5/30/1979,1,1,0,0,0,0,0,3.4,2.5,0,0,3,1,2,16.98,0,0,0
0,1,0,0,0,6/5/1979,1,1,0,0,0,0,0,9.6,5,0,0,3,1,4,51.8,0,0,0
0,1,0,0,0,6/9/1979,1,1,0,0,0,0,0,0,0,0,0,3,1,4,42.02,0,0,0
1,1,0,0,0,6/12/1979,0,0,1,0,1,0,0,0,0,0,0,3,0,5,57.95,0,0,0
0,1,0,0,0,6/13/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,6/14/1979,1,1,1,0,1,0,0,10.5,0,0,0,3,1,9,84.41,3,0,16.76
0,1,0,0,0,6/20/1979,1,1,0,0,0,0,0,18.68,3.75,0,0,3,1,6,60.92,8,0,41.05
0,1,0,0,0,6/29/1979,1,1,0,0,0,0,0,0,0,0,0,3,1,14,140.88,0,0,0
0,1,0,0,0,7/5/1979,0,1,0,0,0,0,0,12,2.5,0,0,3,1,2,10.7,0,0,0
0,1,0,0,0,7/7/1979,0,0,0,0,0,0,0,7.6,5,0,0,3,1,4,39.1,0,0,0
0,1,0,0,0,7/9/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,7/9/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/2/1979,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/2/1979,1,1,1,0,1,0,0,2.8,0,0,0,3,0,5,55.45,2,0,14.83
1,1,0,0,0,8/2/1979,1,1,1,0,1,0,0,0,0,0,0,3,1,4,21.56,0,0,0
0,1,0,0,0,8/5/1979,1,1,0,0,0,0,0,4.56,2.5,0,0,3,1,2,24.38,0,0,0
0,1,0,0,0,8/5/1979,1,1,0,0,0,0,0,2.4,2.5,0,0,3,1,2,13.42,0,0,0
1,1,0,0,0,8/7/1979,1,1,0,0,0,0,0,10.8,6.25,0,0,3,0,8,59.29,2,-1.5,12.43
0,1,0,0,0,8/10/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/12/1979,1,1,0,0,0,0,0,9.8,3.75,0,0,3,1,3,25.95,0,0,0
0,1,0,0,0,8/12/1979,0,0,0,0,0,0,0,0,0,0,0,3,1,5,54.25,0,0,0
1,1,0,0,0,8/13/1979,1,1,0,0,0,0,0,7.18,0,0,0,3,0,2,21.74,2,-8.09,5.43
0,1,0,0,0,8/14/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,8/15/1979,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,8,0,44.1
0,1,0,0,0,8/16/1979,1,1,0,0,0,0,0,9.4,5,0,0,3,1,4,23.48,0,0,0
0,1,0,0,0,8/20/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/30/1979,1,1,0,0,0,0,0,6.3,3.75,0,0,3,1,3,31.47,0,0,0
0,1,0,0,0,8/31/1979,1,1,0,0,0,0,0,0,0,0,0,3,1,4,40.96,0,0,0
1,1,0,0,0,9/7/1979,1,1,0,0,0,0,0,0,0,0,0,3,1,14,114.39,8,-3,48.34
0,1,0,0,0,9/8/1979,1,1,0,0,0,0,0,4.4,0,0,0,3,1,4,56.94,2,0,16.05
1,1,0,0,0,9/9/1979,1,1,0,0,0,0,0,8.3,2.5,0,0,3,1,6,106.94,4,-1,24.12
0,1,0,0,0,9/10/1979,1,1,0,0,0,0,0,6,3.75,0,0,3,1,3,29.97,0,0,0
0,1,0,0,0,9/10/1979,1,1,1,0,1,0,0,33.42,0,0,0,3,1,10,127.9,2,0,14.62
0,1,0,0,0,9/10/1979,1,1,0,0,0,0,0,7.96,0,0,0,3,1,2,21.39,0,0,0
1,1,0,0,0,9/19/1979,1,1,1,0,1,0,0,82.18,6.25,0,0,3,0,7,54.91,15,0,76.08
0,1,0,0,0,9/29/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,10/6/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,10/14/1979,1,1,1,0,1,0,0,16.42,0,0,0,3,1,8,77.92,5,-0.5,37.43
0,1,0,0,0,10/30/1979,1,1,0,0,0,0,0,0,0,0,0,3,1,3,17.7,0,0,0
1,1,0,0,0,11/2/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,11/2/1979,0,0,1,0,1,0,0,0,0,0,0,3,0,3,30.87,6,-1.5,39.79
0,1,0,0,0,11/4/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/7/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/29/1979,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/30/1979,1,1,0,0,0,0,0,9.52,0,0,0,3,1,4,47.56,0,0,0
